Time,random seed,splitwindow_time,labelcount,audiofeature_method,videofeature_method,batch_size,num_epochs,feature_max_len,lr,Weighted_F1,Unweighted_F1,Weighted_Acc,Unweighted_Acc,Confusion_Matrix
2025-06-25 17:09:14,3407,1s,3,mfccs,densenet,8,500,25,0.000060,0.6301,0.4581,0.4889,0.6667,[12 3 0] [3 6 0] [1 2 0]
2025-07-20 22:08:54,3407,1s,3,mfccs,densenet,8,500,25,0.000060,0.6486,0.4725,0.5022,0.6889,[21 4 0] [5 10 0] [2 3 0]
