Time,random seed,splitwindow_time,labelcount,audiofeature_method,videofeature_method,batch_size,num_epochs,feature_max_len,lr,Weighted_F1,Unweighted_F1,Weighted_Acc,Unweighted_Acc,Confusion_Matrix
2025-06-25 17:46:34,3407,5s,2,mfccs,densenet,24,500,6,0.000050,0.6580,0.6494,0.6500,0.6667,[12 3] [6 6]
2025-07-20 22:43:58,3407,5s,2,mfccs,densenet,24,500,6,0.000050,0.6580,0.6494,0.6500,0.6667,[20 5] [10 10]
